Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Actual_Cost,Updated Date,Updated Time,Column
6,006-000003202,699,Department of Commerce(6),NOAA/NESDIS/ POES Ground System (POES-GS),1296,IT Refresh,"Support IT refresh particularly compliance with NOAA NESDIS configuration management and enterprise architecture guidelines, and compatibility and interoperability with NESDIS ground systems.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,0.49,0.49,0.48,29/06/2012,10:48:57,
6,006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3197,National Accounts Modernization Phase 2,Complete high priority follow-on process modernization work within the national accounts.,2012-05-21T00:00:00Z,2012-09-30T00:00:00Z,132,2012-09-30T00:00:00Z,132,2012-09-30T00:00:00Z,0.48,0.48,0.48,29/06/2012,13:01:20,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),943,PATI patent application text initiative 1 1,ReleasePATI 1.0 functionality to entire Patent Corps; Additional OCR & PG Pub Data conversion; Examiningfunctionality e.g. claim tree for the entire Patent Corps.,2011-08-11T00:00:00Z,2012-04-30T00:00:00Z,263,2012-04-30T00:00:00Z,263,2012-04-30T00:00:00Z,0.4776,0.4776,0.4776,31/05/2012,6:34:16,
6,006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3203,DID Modernization Phase 2,Incorporate remaining international investment surveys into central system.,2012-01-10T00:00:00Z,2013-08-31T00:00:00Z,598,,,,0.475,0.475,0.475,29/06/2012,13:01:20,
6,006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3201,Balance of Payments Process Modernization Phase 2,"Incorporate into central system, parallel test, and verify estimates for International Investment Position, Trade in Goods and Services (including BPRL conversion).",2012-01-10T00:00:00Z,2013-09-30T00:00:00Z,628,,,,0.46,0.46,0.46,29/06/2012,13:01:20,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),2880,Trusted Internet Connection,Implementation of Trusted Internet Connection (TIC).,2011-01-07T00:00:00Z,2013-03-29T00:00:00Z,812,,,,0.5015,0.5015,0.4554,30/05/2012,9:55:41,
6,006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),992,Web Enhancements,Update to the LED website and supporting applications/systems to incorporate new data and data elements.,2011-03-01T00:00:00Z,2012-03-30T00:00:00Z,394,2012-03-30T00:00:00Z,394,2012-05-30T00:00:00Z,1.238,0.438,0.4542,30/07/2012,9:17:23,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,904,Tech Refresh 2 0,Upgrade enterprise software.,2011-04-02T00:00:00Z,2012-12-04T00:00:00Z,612,2012-03-19T00:00:00Z,352,2012-03-27T00:00:00Z,0.45074,0.45073,0.45073,29/06/2012,11:46:40,
6,006-000401700,933,Department of Commerce(6),Census IT Infrastructure,1000,Automated Incident Management System,"Enable efficient recording, tracking, managing, and reporting of incidents involving Census Bureau employees and respondents, including safety, physical security events, IT security events, and breaches of protected data.",2010-08-11T00:00:00Z,2012-03-30T00:00:00Z,597,2012-03-30T00:00:00Z,597,2012-09-13T00:00:00Z,1.5,1.210485,0.448338,20/08/2012,13:53:17,
6,006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),990,National Indicators,Integration of update to QWI data product that provides employment indicators on a national level as opposed to current state based.,2010-01-10T00:00:00Z,2014-09-30T00:00:00Z,1723,,,,3.27,0.534,0.4395,16/08/2012,5:09:47,
6,006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1231,National Accounts Modernization,Initiate real-time parallel testing of integrated system for producing monthly GDP and personal income estimates.,2011-08-20T00:00:00Z,2012-03-31T00:00:00Z,224,2012-03-31T00:00:00Z,224,2012-03-31T00:00:00Z,0.413,0.4,0.413,29/06/2012,13:01:20,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1151,OIG IT Infrastructure,"OIG intends to acquire contractor services to accomplish the following IT engineering projects: Windows System Upgrade, Network Security - OIG managed, PIV / OAC Card Logical Access, PKI Security Internal email encryption, NARA certify all OIG servers, Desktop Web Conferencing, Upgrade COOP to HOT SITE, VOIP upgrade with MS Outlook, Exchange, Data Center Consolidation.",2011-01-12T00:00:00Z,2016-09-30T00:00:00Z,2087,,,,2,0.4,0.4,26/04/2012,6:51:14,
6,006-000321600,698,Department of Commerce(6),NOAA/NESDIS/ National Climatic Data Center (NCDC),1473,NCDC Security System 5009,Keeping documentation and  system testing for NCDC system 5009 current.,2011-01-04T00:00:00Z,2012-09-30T00:00:00Z,634,2012-09-30T00:00:00Z,634,2012-09-30T00:00:00Z,0.9,0.4,0.4,16/08/2012,10:30:48,
6,006-000401700,933,Department of Commerce(6),Census IT Infrastructure,997,IT Lab,The IT Laboratory project will construct a computing lab to enable the IT directorate to safely perform many types of computer-related testing in a lab environment.,2010-08-18T00:00:00Z,2012-01-03T00:00:00Z,503,2012-01-03T00:00:00Z,503,2012-07-09T00:00:00Z,3.824429,1.27481,0.396252,20/08/2012,13:53:17,
6,006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),2888,Tabling Utility,Develop tabling as a general utility across multiple directorates.,2012-03-01T00:00:00Z,2012-09-28T00:00:00Z,210,2012-09-28T00:00:00Z,210,2012-09-28T00:00:00Z,0.49,0.49,0.3936,30/07/2012,11:43:49,
6,006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),991,Job-to-Job Flow,Integration of update to infrastructure to allow for job flow analysis.,2011-03-10T00:00:00Z,2015-09-30T00:00:00Z,1664,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,5.529,0.388,0.3815,30/07/2012,9:17:23,
6,006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3199,National Accounts Metadata Enhancements,Streamline product metadata and build metadata editor for product time series.,2012-01-10T00:00:00Z,2013-03-31T00:00:00Z,446,,,,0.375,0.375,0.375,29/06/2012,13:01:20,
6,006-000400800,716,Department of Commerce(6),Census - Field Support Systems,983,2014 R&D of CAPI Device,Research mobile computing device to replace laptop.,2011-03-10T00:00:00Z,2013-02-09T00:00:00Z,702,2012-09-28T00:00:00Z,567,2012-02-10T00:00:00Z,0.758,0.3684,0.3684,16/08/2012,5:08:38,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,892,DR Documents Lifecycle Strategy,"The scope of this project is to complete the updates of all DR documents, develop and implement the strategy in order to keep the documents current, to conduct table top exercises, and to identify requirements for a tool to manage the DR Plan.",2010-10-14T00:00:00Z,2012-02-29T00:00:00Z,503,2011-12-21T00:00:00Z,433,2012-02-29T00:00:00Z,0.36772,0.32841,0.36772,29/06/2012,11:46:40,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),2934,CCR - System for Award Management (SAM),SAM is combining eight federal procurement systems and the Catalogue of Federal Domestic Assistance into one new system.  CCR.gov is one of the systems being combined.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,,,,0.377089,0.377089,0.354522,16/08/2012,9:47:52,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),1962,Prior Year Adjustments for Advice Corrections,Addition of prior-year functionality in the CBS' PM006 Advice of Correction screen (used to adjust/correct paid invoices) so that the PM006 will automatically prepare the proper upward or downward prior-year entries. This project will also replace the interface used by the Commerce Purchase Card System for processing corrections to purchase card invoices and replace it with the Accounts Payable Standard Interface for processing the corrections.,2011-01-07T00:00:00Z,2012-01-23T00:00:00Z,381,2011-12-30T00:00:00Z,357,2011-12-30T00:00:00Z,0.704857,0.395841,0.351662,28/03/2012,9:12:19,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),1964,Automated Standard Application for Payments (ASAP) Interface - AR 22289,Update ASAP file formats from text to XML.,2011-03-10T00:00:00Z,2012-01-08T00:00:00Z,304,,,,0.405383,0.335912,0.337898,16/08/2012,9:47:52,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,896,IPv6 Implementation Plan,Draft IPV6 Transition Plan and Implementation Plan and perform 15 informal AIS tests.,2011-02-03T00:00:00Z,2011-12-29T00:00:00Z,329,2011-12-29T00:00:00Z,329,2011-12-29T00:00:00Z,0.33277,0.33277,0.33277,24/02/2012,11:52:04,
6,006-000401100,717,Department of Commerce(6),Census - MAF/TIGER Enhancements,994,CAUS,Implement enhanced GPS field procedures and training.,2011-01-05T00:00:00Z,2012-01-31T00:00:00Z,391,2012-01-31T00:00:00Z,391,2012-01-31T00:00:00Z,0.69629,0.341,0.324527,27/02/2012,11:37:12,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,882,Data Center Facilities Management,Upgrade data center inventory software; conduct data collection in data center.,2010-02-02T00:00:00Z,2011-10-18T00:00:00Z,622,2011-04-29T00:00:00Z,450,2011-10-18T00:00:00Z,1.09065,1.09065,0.29686,29/06/2012,11:46:40,
6,006-999994060,926,Department of Commerce(6),OS OHRM Human Resource Management System (HRMS),1988,Workforce Analytics (WA) Deployment,Deploy Treasury Workforce Analytics to DOC FOCUS users.,2011-09-30T00:00:00Z,2012-02-29T00:00:00Z,152,,,,0.29143,0.29143,0.29143,30/01/2012,8:16:18,
6,006-000803400,930,Department of Commerce(6),USPTO Trademark Next Generation (TM NG),967,TRM Prototype,The scope of this project is to define and prototype a viable migration path from TRAM to a new database of record that uses independent components and internally developed business logic.,2011-01-08T00:00:00Z,2012-11-06T00:00:00Z,668,2012-11-06T00:00:00Z,668,2012-11-06T00:00:00Z,0.38762,0.28905,0.289046,30/07/2012,9:23:34,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,910,DR Program Support FY11,Conduct DR Program Support (FY11).,2010-12-16T00:00:00Z,2011-12-16T00:00:00Z,365,2011-07-10T00:00:00Z,205,2011-12-16T00:00:00Z,0.286,0.286,0.286,15/08/2012,13:29:10,
6,006-000003213,694,Department of Commerce(6),NOAA/NESDIS/ Environmental Satellite Processing Center (ESPC),1666,IT Refresh,IT Refresh is an on-going effort to extend the life cycle of ESPC O&amp;M Investment.  Commercial computer equipment supportability issues typically surface after five to seven years of service.  This project may include infrastructure refresh/replacement.,2011-08-15T00:00:00Z,2012-09-30T00:00:00Z,412,2012-09-28T00:00:00Z,410,2012-09-28T00:00:00Z,0.275,0.275,0.285,29/06/2012,7:36:26,
6,006-000803400,930,Department of Commerce(6),USPTO Trademark Next Generation (TM NG),963,Authentication Authorization and SSO Prototype,"The objective of this effort is to obtain independent third party expertise to perform a detailed Authentication, Authorization & Single Sign On assessment of the current USPTO IT systems and develop a proposed Authentication, Authorization & Single Sign.",2011-07-28T00:00:00Z,2012-10-02T00:00:00Z,432,2012-01-17T00:00:00Z,173,2012-10-02T00:00:00Z,0.28442,0.28442,0.28442,30/05/2012,6:04:04,
6,006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),987,Self-Employment Data,Integration of Self Employment data into program infrastructure.,2010-01-10T00:00:00Z,2012-03-30T00:00:00Z,809,2012-03-30T00:00:00Z,809,2012-03-30T00:00:00Z,0.555,0.286,0.2712,16/08/2012,5:09:47,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,891,Data Center Facilities Management Work Flow,Implement workflow module for Aperture VISTA database.,2010-09-12T00:00:00Z,2012-02-16T00:00:00Z,522,2011-04-10T00:00:00Z,210,2012-05-04T00:00:00Z,0.27056,0.26656,0.27052,29/06/2012,11:46:40,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),2893,CPC classification in search systems,PTF (search) change to show CPC symbols in WEST.,2011-10-20T00:00:00Z,2012-04-13T00:00:00Z,176,2012-04-13T00:00:00Z,176,2012-04-13T00:00:00Z,0.24878,0.24878,0.24878,27/04/2012,12:05:23,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1152,OIT General system support,"DOC OIG IT (O & M) support and maintenance of software, equipments, and technology refresh.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,,,,2.8,0.248,0.248,26/04/2012,6:51:14,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,899,Jboss Production Beta,Standup Jboss environments.,2011-09-02T00:00:00Z,2012-01-27T00:00:00Z,147,2012-04-01T00:00:00Z,212,2012-01-30T00:00:00Z,0.22943,0.22943,0.22943,15/08/2012,13:29:10,
6,006-000310400,703,Department of Commerce(6),NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),1491,WCOSS IT Security,WCOSS IT Security including FY13 A&A ATO for new systems delivered by WCOSS IDIQ Task Orders.,2012-02-15T00:00:00Z,2017-02-14T00:00:00Z,1826,,,,0.675,0.219,0.216,17/08/2012,11:41:57,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,920,TRDM 2 0 Altiris Update,Upgrade Altiris Client Management System to current version and retirement of legacy client management system.,2012-01-31T00:00:00Z,2012-09-28T00:00:00Z,240,2012-09-28T00:00:00Z,240,2012-06-09T00:00:00Z,0.25025,0.22368,0.21353,15/08/2012,13:29:10,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,885,SCMT 1 0,Create logical mapping reports for AISs in Production Environment.,2010-03-08T00:00:00Z,2011-05-10T00:00:00Z,427,2011-09-21T00:00:00Z,561,2011-09-28T00:00:00Z,0.489584,0.01729,0.20925,29/06/2012,11:46:40,
6,006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),2887,Seasonal Adjustment,Create  a database-callable component for the X12 seasonal adjustment program.,2012-03-01T00:00:00Z,2012-06-29T00:00:00Z,119,2012-06-29T00:00:00Z,119,2012-09-28T00:00:00Z,0.4,0.35,0.203,29/06/2012,13:01:20,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),2878,CAI Integration,Retire BECCI-2 and integrate the systems into CAI. 4/12/2012:   BECCI-2 network environment has been retained. It is accessed from CAI-M.,2011-01-10T00:00:00Z,2012-01-02T00:00:00Z,357,2012-05-01T00:00:00Z,476,2012-05-02T00:00:00Z,0.2,0.2,0.2,30/05/2012,9:55:41,
6,006-000803200,929,Department of Commerce(6),USPTO Patents End-to-End: Software Engineering (PE2E-SE),938,Train Team Members in Agile Phase II,Train team members in Agile - FY 12.,2011-01-10T00:00:00Z,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,0.2,0.2,0.2,29/03/2012,12:45:56,
6,006-999990530,1135,Department of Commerce(6),BusinessUSA,2981,Web Services,Deliver a personalized experience to U.S. businesses for access to services.,2011-01-12T00:00:00Z,2017-09-29T00:00:00Z,2451,2012-09-30T00:00:00Z,626,2012-09-30T00:00:00Z,23.04,0.189,0.189,29/02/2012,12:53:16,
6,006-000801100,928,Department of Commerce(6),USPTO Network and Security Infrastructure,922,DR Program Support FY12,Conduct DR Program Support (FY12).,2011-12-16T00:00:00Z,2012-12-18T00:00:00Z,368,2012-12-17T00:00:00Z,367,2012-12-18T00:00:00Z,0.185,0.185,0.185,24/02/2012,11:52:04,
6,006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1239,Consolidated Infrastructure Logging,Implement centralized infrastructure logging to further strengthen IT security controls.,2011-08-15T00:00:00Z,2012-03-31T00:00:00Z,229,2012-03-31T00:00:00Z,229,2012-03-31T00:00:00Z,0.175,0.175,0.185,26/04/2012,6:17:26,
6,006-000310300,777,Department of Commerce(6),NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&amp;M),1312,NEXRAD Software,"Provides software engineering support to meet Tri-Agency software requirements.  This is for build and update related CPCI integration activities, test equipment configuration and loading, informal testing related to Dual Polarization radar product development, Full Load testing, and general activities associated with informal testing and coordination of shorter duration builds.",2010-06-09T00:00:00Z,2012-10-26T00:00:00Z,870,2012-05-25T00:00:00Z,716,2012-05-25T00:00:00Z,0.33,0.18,0.18,29/03/2012,9:55:30,
